Fighter1,Fighter2,F1 Winner?,F2 Winner?,Fight Method,Round,Time,Time Format,Referee,Finish Details or Judges Scorecard,Bout,Event Name,Location,Date,Rounds,Total Strike Landed R1  Disp.,Total Strike Missed R1  Disp.,Non-Sig. Strike Landed R1  Disp.,Non-Sig. Strike Missed R1  Disp.,Sig. Strike Landed R1  Disp.,Sig. Strike Missed R1  Disp.,Head R1  Disp.,Body R1  Disp.,Leg R1  Disp.,Distance R1  Disp.,Clinch R1  Disp.,Ground R1  Disp.,Knockdowns R1  Disp.,TD Completed R1  Disp.,TD Missed R1  Disp.,Sub. Att R1  Disp.,Rev. R1  Disp.,Ctrl Time (Minutes) R1  Disp.,Total Strike Landed R2  Disp.,Total Strike Missed R2  Disp.,Non-Sig. Strike Landed R2  Disp.,Non-Sig. Strike Missed R2  Disp.,Sig. Strike Landed R2  Disp.,Sig. Strike Missed R2  Disp.,Head R2  Disp.,Body R2  Disp.,Leg R2  Disp.,Distance R2  Disp.,Clinch R2  Disp.,Ground R2  Disp.,Knockdowns R2  Disp.,TD Completed R2  Disp.,TD Missed R2  Disp.,Sub. Att R2  Disp.,Rev. R2  Disp.,Ctrl Time (Minutes) R2  Disp.,Total Strike Landed R3  Disp.,Total Strike Missed R3  Disp.,Non-Sig. Strike Landed R3  Disp.,Non-Sig. Strike Missed R3  Disp.,Sig. Strike Landed R3  Disp.,Sig. Strike Missed R3  Disp.,Head R3  Disp.,Body R3  Disp.,Leg R3  Disp.,Distance R3  Disp.,Clinch R3  Disp.,Ground R3  Disp.,Knockdowns R3  Disp.,TD Completed R3  Disp.,TD Missed R3  Disp.,Sub. Att R3  Disp.,Rev. R3  Disp.,Ctrl Time (Minutes) R3  Disp.,Total Strike Landed R4  Disp.,Total Strike Missed R4  Disp.,Non-Sig. Strike Landed R4  Disp.,Non-Sig. Strike Missed R4  Disp.,Sig. Strike Landed R4  Disp.,Sig. Strike Missed R4  Disp.,Head R4  Disp.,Body R4  Disp.,Leg R4  Disp.,Distance R4  Disp.,Clinch R4  Disp.,Ground R4  Disp.,Knockdowns R4  Disp.,TD Completed R4  Disp.,TD Missed R4  Disp.,Sub. Att R4  Disp.,Rev. R4  Disp.,Ctrl Time (Minutes) R4  Disp.,Total Strike Landed R5  Disp.,Total Strike Missed R5  Disp.,Non-Sig. Strike Landed R5  Disp.,Non-Sig. Strike Missed R5  Disp.,Sig. Strike Landed R5  Disp.,Sig. Strike Missed R5  Disp.,Head R5  Disp.,Body R5  Disp.,Leg R5  Disp.,Distance R5  Disp.,Clinch R5  Disp.,Ground R5  Disp.,Knockdowns R5  Disp.,TD Completed R5  Disp.,TD Missed R5  Disp.,Sub. Att R5  Disp.,Rev. R5  Disp.,Ctrl Time (Minutes) R5  Disp.
Grant Dawson,Rafa Garcia,1,0,KO/TKO,2,1:42,3 Rnd (5-5-5),Chris Tognoni,Punches to Head From Back Control,Lightweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,2,14,39,-2,13,16,26,13,2,1,-1,-1,18,0,1,2,0,0,3.833333333,37,16,14,3,23,13,21,1,1,2,0,21,0,1,0,0,0,1.316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Rodriguez,Alex Morono,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Mike Bell 28 - 29.,Welterweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,-6,-19,0,0,-6,-19,-13,6,1,-6,0,0,0,0,0,0,0,0,21,-13,0,0,21,-13,-1,16,6,21,0,0,0,0,0,0,0,0,20,-19,-14,-2,34,-17,0,25,9,28,6,0,0,1,-1,0,0,0.933333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CJ Vergara,Ramazan Temirov,0,1,KO/TKO,1,2:50,3 Rnd (5-5-5),Jason Herzog,Punch to Body At Distance,Flyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,1,-19,-20,0,0,-19,-20,-17,-3,1,-16,0,-3,-3,0,0,0,0,-0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jonathan Pearce,Pat Sabatini,0,1,Submission,1,4:06,3 Rnd (5-5-5),Chris Tognoni,Rear Naked Choke,Featherweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,1,13,-6,14,-4,-1,-2,-2,0,1,1,-1,-1,0,-2,-1,-1,0,-3.933333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Themba Gorimbo,Niko Price,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Eric Colon 27 - 30. Sal D'amato 27 - 30.,Welterweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,32,31,6,7,26,24,16,1,9,19,-1,8,0,1,-1,1,0,2.766666667,33,2,10,3,23,-1,14,5,4,10,2,11,0,4,-1,-1,0,0.866666667,18,7,15,8,3,-1,1,1,1,3,0,0,0,2,1,1,0,4.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Junior Tafa,Sean Sharaf,1,0,KO/TKO,2,2:15,3 Rnd (5-5-5),Mark Smith,Punches to Head At Distance,Heavyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,2,-11,-20,-1,-3,-10,-17,-6,2,-6,-1,-1,-8,0,-1,-4,0,0,-0.766666667,28,9,0,0,28,9,28,1,-1,28,0,0,0,0,-3,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Julia Polastri,Cory McKenna,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Adalaide Byrd 28 - 29. Sal D'amato 29 - 28. Ron McCarthy 27 - 30.,Women's Strawweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,15,-5,-8,2,23,-7,5,15,3,6,17,0,0,0,-2,0,0,-0.55,29,-13,18,-1,11,-12,0,7,4,4,7,0,0,0,0,0,0,1.216666667,0,-21,-14,-13,14,-8,5,7,2,9,3,2,0,-1,-2,0,0,-2.783333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dan Argueta,Cody Haddon,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Jason Herzog,Mike Bell 27 - 30. Chris Lee 27 - 30. Tony Weeks 27 - 30.,Bantamweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,3,-28,-23,1,0,-29,-23,-25,-4,0,-31,2,0,0,1,8,1,0,1.583333333,-17,-11,3,0,-20,-11,-12,-10,2,-21,-1,2,0,1,3,0,0,0.85,-38,-20,-1,0,-37,-20,-29,-11,3,-36,-2,1,0,0,7,0,0,0.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clayton Carpenter,Lucas Rocha,1,0,Submission,2,2:12,3 Rnd (5-5-5),Mark Smith,Rear Naked Choke,Flyweight Bout,UFC Fight Night: Royval vs. Taira,"Las Vegas, Nevada, USA",10/12/24,2,13,2,-1,0,14,2,14,-2,2,1,0,13,0,1,0,0,0,3.633333333,2,0,-1,0,3,0,-2,3,2,3,0,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alex Pereira,Khalil Rountree Jr.,1,0,KO/TKO,4,4:32,5 Rnd (5-5-5-5-5),Marc Goddard,Punch to Head At Distance,UFC Light Heavyweight Title Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,4,5,-20,0,0,5,-20,-1,2,4,5,0,0,0,0,0,0,0,0,7,-8,0,0,7,-8,1,1,5,7,0,0,0,0,0,0,0,0,6,-11,0,0,6,-11,15,-7,-2,5,1,0,0,0,0,0,0,0,48,-14,2,0,46,-14,40,4,2,43,3,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,
Raquel Pennington,Julianna Pena,0,1,Decision - Split,5,5:00,5 Rnd (5-5-5-5-5),Jason Herzog,Sal D'amato 47 - 48. Derek Cleary 48 - 47. Mike Bell 47 - 48.,UFC Women's Bantamweight Title Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,5,-8,9,0,0,-8,9,-12,2,2,-8,0,0,0,0,0,0,0,0,5,8,5,0,0,8,-4,3,1,-2,2,0,0,-1,-1,0,0,-3,-24,10,-14,-1,-10,11,-9,0,-1,-8,-2,0,0,-1,0,-1,0,-2.333333333,-9,-22,0,0,-9,-22,-14,4,1,-9,0,0,1,0,0,0,0,0.183333333,8,21,0,-1,8,22,2,5,1,7,1,0,0,0,0,0,0,0.183333333
Jose Aldo,Mario Bautista,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Mike Beltran,Chris Lee 29 - 28. Derek Cleary 28 - 29. Mike Bell 28 - 29.,Bantamweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,-20,-23,-13,-3,-7,-20,0,-4,-3,-3,-4,0,0,0,-2,0,0,-2.333333333,-6,-9,-8,3,2,-12,4,0,-2,-1,0,3,0,0,-4,0,0,-2.233333333,1,0,-6,-5,7,5,11,-2,-2,6,1,0,0,0,-4,0,0,-2.683333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roman Dolidze,Kevin Holland,1,0,KO/TKO,1,5:00,3 Rnd (5-5-5),Jason Herzog,to,Middleweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,1,21,34,20,30,1,4,11,-1,-9,-13,0,14,0,1,0,0,0,2.833333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ketlen Vieira,Kayla Harrison,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Derek Cleary 27 - 30. Sal D'amato 27 - 30. Steve Faragher 28 - 29.,Women's Bantamweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,-10,-5,2,-6,-12,1,-6,-9,3,1,-9,-4,0,-1,-1,0,0,-2.766666667,2,-3,3,-1,-1,-2,0,-1,0,2,-3,0,0,0,-2,0,0,-2.033333333,-23,-2,-5,-1,-18,-1,-16,0,-2,-1,0,-17,0,-1,-3,0,0,-3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stephen Thompson,Joaquin Buckley,0,1,KO/TKO,3,2:17,3 Rnd (5-5-5),Mike Beltran,Punch to Head At Distance,Welterweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,5,-9,-4,-2,9,-7,7,1,1,7,2,0,0,-2,-1,0,0,-2.3,8,2,-2,0,10,2,10,-2,2,3,7,0,0,-2,-2,0,0,-1.566666667,-5,3,-1,0,-4,3,-2,-1,-1,-2,-1,-1,-1,0,0,0,0,-0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marina Rodriguez,Iasmin Lucindo,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Marc Goddard,Steve Faragher 29 - 28. Mike Bell 28 - 29. Dan Furse 28 - 29.,Women's Strawweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,-2,-2,4,0,-6,-2,0,-4,-2,-5,-1,0,0,-1,0,0,0,-1.066666667,-3,6,-9,-1,6,7,7,-1,0,4,2,0,0,-1,0,0,0,-2.066666667,15,16,12,-2,3,18,2,1,0,2,1,0,0,0,-1,0,-1,-1.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austin Hubbard,Alexander Hernandez,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson,Chris Lee 30 - 27. Dan Furse 28 - 29. Steve Faragher 28 - 29.,Lightweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,-12,-3,1,0,-13,-3,-8,3,-8,-13,0,0,0,0,1,0,0,0,-10,-1,-6,0,-4,-1,-1,-1,-2,-7,3,0,0,0,6,0,0,-0.066666667,-4,6,-5,-1,1,7,0,1,0,2,-1,0,0,0,3,0,0,-0.516666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cesar Almeida,Ihor Potieria,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Dave Seljestad,Steve Faragher 27 - 30. Chris Lee 27 - 30. Dan Furse 27 - 30.,Middleweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,7,2,0,0,7,2,0,2,5,7,0,0,0,-1,-2,0,0,-0.966666667,24,10,12,3,12,7,11,3,-2,-4,1,15,0,-2,-1,1,1,0.933333333,-10,2,-4,0,-6,2,-1,0,-5,-4,-1,-1,0,0,0,0,0,-1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Spann,Ovince Saint Preux,1,0,Submission,1,1:35,3 Rnd (5-5-5),Mike Beltran,Guillotine Choke Standing,Light Heavyweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,1,2,8,0,0,2,8,3,2,-3,2,0,0,0,0,-1,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carla Esparza,Tecia Pennington,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Tyler Tomlinson,Sal D'amato 28 - 29. Steve Faragher 28 - 29. Dan Furse 27 - 30.,Women's Strawweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,3,58,3,65,8,-7,-5,-4,-1,-2,-4,-3,0,0,1,2,0,0,2.866666667,-15,10,4,3,-19,7,-8,-3,-8,-19,0,0,0,2,1,0,0,0.483333333,-21,14,-6,2,-15,12,14,-3,-26,-19,-2,6,0,1,0,0,0,0.316666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Court McGee,Tim Means,1,0,Submission,1,3:19,3 Rnd (5-5-5),Jason Herzog,Rear Naked Choke,Welterweight Bout,UFC 307: Pereira vs. Rountree Jr.,"Salt Lake City, Utah, USA",10/5/24,1,7,8,-2,6,9,2,7,1,1,9,0,0,0,1,0,1,0,1.966666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Renato Moicano,Benoit Saint Denis,1,0,TKO - Doctor's Stoppage,2,5:00,5 Rnd (5-5-5-5-5),Marc Goddard,,Lightweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,2,45,8,14,4,31,4,34,-3,0,-2,0,33,0,1,0,0,0,4.616666667,-8,-17,-2,0,-6,-17,-1,-7,2,-6,0,0,0,0,2,0,0,0.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nassourdine Imavov,Brendan Allen,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Sal D'amato 28 - 29. David Lethaby 28 - 29. Anders Ohlsson 28 - 29.,Middleweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,-16,0,-13,-1,-3,1,-2,0,-1,0,0,-3,0,-1,0,0,0,-4.75,20,0,5,1,15,-1,15,2,-2,7,0,8,0,0,-3,0,0,3.25,19,9,4,2,15,7,18,-1,-2,10,1,4,0,0,-6,0,0,1.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
William Gomis,Joanderson Brito,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 28 - 29. Anders Ohlsson 29 - 28. Clemens Werner 28 - 29.,Featherweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,2,1,2,3,0,-2,0,2,-2,-1,1,0,0,-1,1,-1,1,1.983333333,6,-12,3,-8,3,-4,0,3,0,2,2,-1,0,-1,0,-1,0,-3.566666667,4,-5,-7,-1,11,-4,7,8,-4,6,8,-3,0,-1,-1,0,0,-1.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kevin Jousset,Bryan Battle,0,1,KO/TKO,2,3:47,3 Rnd (5-5-5),Herb Dean,Punches to Head At Distance,Welterweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,2,-4,-18,-7,2,3,-20,-3,0,6,-2,5,0,0,0,-1,0,0,-2.7,-51,-14,-9,0,-42,-14,-45,-7,10,-32,-10,0,0,0,0,0,0,-0.616666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morgan Charriere,Gabriel Miranda,1,0,KO/TKO,2,0:27,3 Rnd (5-5-5),Marc Goddard,Punch to Head At Distance,Featherweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,2,9,-16,3,-1,6,-15,6,-2,2,1,-1,6,0,1,-3,0,1,1.05,2,-3,0,0,2,-3,2,0,0,0,1,1,1,0,0,0,0,0.033333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fares Ziam,Matt Frevola,1,0,KO/TKO,3,2:59,3 Rnd (5-5-5),Loic Pora,Knee to Head In Clinch,Lightweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,12,-4,3,-2,9,-2,10,-1,0,7,1,1,0,-1,-2,-1,0,-0.483333333,25,-3,-2,1,27,-4,23,3,1,27,-3,3,0,1,0,1,0,0.2,7,-2,1,-1,6,-1,4,2,0,2,2,2,1,3,0,0,0,2.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ion Cutelaba,Ivan Erslan,1,0,Decision - Split,3,5:00,3 Rnd (5-5-5),Herb Dean,Anders Ohlsson 28 - 29. Damien Gluski 29 - 28. Clemens Werner 28 - 29.,Light Heavyweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,-3,40,3,1,-6,39,-12,3,3,-7,1,0,0,0,3,0,0,0.416666667,27,8,17,2,10,6,6,-1,5,9,0,1,0,2,2,0,-1,-0.316666667,-7,-5,-9,-5,2,0,1,0,1,3,0,-1,0,0,3,0,0,-3.433333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oumar Sy,Da Woon Jung,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ben Cartlidge 27 - 30. Sal D'amato 27 - 30. David Lethaby 27 - 30.,Light Heavyweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,2,-7,-7,0,9,-7,-1,3,7,9,0,0,0,1,3,0,0,1.45,35,-2,0,1,35,-3,20,8,7,28,7,0,0,0,1,0,0,-0.033333333,24,-16,7,2,17,-18,7,3,7,16,1,0,0,1,0,0,-1,1.466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ludovit Klein,Roosevelt Roberts,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Christophe Chapuis,Ludovic Dandine 27 - 30. Anders Ohlsson 28 - 29. Clemens Werner 28 - 29.,Lightweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,14,2,8,0,6,2,3,1,2,2,4,0,0,0,-1,0,0,1.216666667,24,13,16,7,8,6,6,0,2,1,1,6,0,0,0,0,0,4.783333333,11,13,4,7,7,6,3,4,0,6,0,1,0,2,-1,0,0,2.133333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Taylor Lapilus,Vince Morales,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mongi Zitouni 27 - 30. Ben Cartlidge 27 - 30. David Lethaby 27 - 30.,Bantamweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,23,13,-1,1,24,12,17,3,4,22,2,0,0,0,1,0,0,0,11,2,-3,-1,14,3,11,5,-2,12,2,0,0,-1,-2,0,0,-1.4,16,-11,-1,-2,17,-9,10,6,1,12,5,0,0,-1,-2,0,0,-1.466666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ailin Perez,Daria Zhelezniakova,1,0,Submission,1,3:52,3 Rnd (5-5-5),Herb Dean,Arm Triangle From Half Guard,Women's Bantamweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,1,10,-4,8,-2,2,-2,1,-1,2,-1,1,2,0,1,2,1,0,1.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Barez,Victor Altamirano,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Rich Mitchell,Ludovic Dandine 28 - 29. David Lethaby 28 - 29. Clemens Werner 28 - 29.,Flyweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,13,-17,6,-1,7,-16,9,-1,-1,1,0,6,1,0,0,0,0,1.15,3,-8,0,0,3,-8,6,-3,0,3,0,0,0,0,-1,0,0,0,-14,-19,0,0,-14,-19,-9,-6,1,-14,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nora Cornolle,Jacqueline Cavalcanti,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Christophe Chapuis,Mongi Zitouni 29 - 28. Sal D'amato 28 - 29. Anders Ohlsson 28 - 29.,Women's Bantamweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,3,4,-16,-1,5,5,-21,6,-2,1,2,3,0,0,1,0,0,-1,1.116666667,5,-9,1,4,4,-13,-6,8,2,0,4,0,0,0,5,0,0,1.4,-16,-6,-7,0,-9,-6,-13,-1,5,-9,0,0,0,0,3,0,0,0.266666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolaji Oki,Chris Duncan,0,1,Submission,1,3:34,3 Rnd (5-5-5),Loic Pora,Guillotine Choke From Guard,Lightweight Bout,UFC Fight Night: Moicano vs. Saint Denis,"Paris, Ile-de-France, France",9/28/24,1,17,5,-1,-2,18,7,18,2,-2,11,6,1,0,2,0,-1,0,1.183333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sean O'Malley,Merab Dvalishvili,0,1,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Herb Dean,Mike Bell 46 - 49. Sal D'amato 47 - 48. Chris Lee 47 - 48.,UFC Bantamweight Title Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,5,-11,-2,-9,-2,-2,0,-7,5,0,7,-3,-6,0,-2,-1,0,0,-1.333333333,-59,-22,-46,-7,-13,-15,-11,1,-3,4,0,-17,0,-1,0,0,0,-3.2,-14,-11,-8,0,-6,-11,1,2,-9,0,-5,-1,0,0,-5,0,0,-0.866666667,-4,-7,1,0,-5,-7,2,-7,0,-6,0,1,0,0,0,0,0,0,-14,-7,-15,-1,1,-6,0,9,-8,6,0,-5,0,-2,-3,0,0,-1.033333333
Alexa Grasso,Valentina Shevchenko,0,1,Decision - Unanimous,5,5:00,5 Rnd (5-5-5-5-5),Mark Smith,Ben Cartlidge 45 - 50. Eric Colon 45 - 50. Ron McCarthy 45 - 50.,UFC Women's Flyweight Title Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,5,-22,10,-14,1,-8,9,-7,0,-1,-7,0,-1,0,-1,0,0,0,-3.466666667,12,8,13,2,-1,6,-2,1,0,-2,0,1,0,-2,0,1,0,-3.95,-14,19,-3,-1,-11,20,-11,-2,2,-7,-1,-3,0,-1,-1,0,0,-2.333333333,-31,-6,-24,-4,-7,-2,-2,-1,-4,-6,-1,0,0,-1,-3,1,0,-0.016666667,26,8,32,4,-6,4,-9,1,2,-6,0,0,0,-2,0,0,0,-1.966666667
Brian Ortega,Diego Lopes,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Marc Goddard,Mike Bell 26 - 30. Sal D'amato 27 - 30. Junichiro Kamijo 27 - 30.,Featherweight Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,3,-13,1,1,-1,-14,2,-13,-1,0,0,0,-14,0,-1,0,0,0,-2.05,-6,8,0,0,-6,8,1,0,-7,-4,-2,0,0,0,1,0,0,-0.116666667,-25,22,-2,0,-23,22,-11,-8,-4,-10,-3,-10,0,0,1,0,0,-0.483333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Daniel Zellhuber,Esteban Ribovics,0,1,Decision - Split,3,5:00,3 Rnd (5-5-5),Jason Herzog,Eric Colon 28 - 29. Sal D'amato 29 - 28. Chris Lee 28 - 29.,Lightweight Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,3,3,8,0,0,3,8,6,2,-5,2,1,0,0,0,0,0,0,0,11,16,0,0,11,16,10,7,-6,10,1,0,0,0,0,0,0,0,-49,-26,0,0,-49,-26,-36,-8,-5,-49,0,0,1,0,1,0,0,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ronaldo Rodriguez,Ode Osbourne,1,0,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Chris Tognoni,Junichiro Kamijo 28 - 29. Adalaide Byrd 27 - 29. Ron McCarthy 27 - 29.,Flyweight Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,3,-5,-3,7,3,-12,-6,-11,-1,0,-5,0,-7,-1,0,0,-1,1,4.1,23,7,10,6,13,1,13,0,0,-2,0,15,0,1,0,-1,-1,3.8,-5,7,-2,-1,-3,8,-1,-2,0,-5,0,2,0,-1,-1,0,0,0.216666667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Irene Aldana,Norma Dumont,0,1,Decision - Unanimous,3,5:00,3 Rnd (5-5-5),Herb Dean,Mike Bell 27 - 30. Sal D'amato 27 - 30. Chris Lee 27 - 30.,Women's Bantamweight Bout,UFC 306: Riyadh Season Noche UFC,"Las Vegas, Nevada, USA",9/14/24,3,-20,-9,0,0,-20,-9,-7,-3,-10,-19,-1,0,0,0,0,0,0,0,-33,-22,0,0,-33,-22,-12,-12,-9,-33,0,0,0,0,-2,0,0,0,-37,-5,0,0,-37,-5,-23,-7,-7,-37,0,0,0,0,-3,0,0,0.083333333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
